Stop Name,NextBus ID,,,,,,,,,,,,,,,,,,,,
Guelph Central Station,1300,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM
Wyndham St. N. at Bank of Nova Scotia,1301,9:15 AM,9:45 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:15 PM,2:45 PM,3:15 PM,3:45 PM,4:15 PM,4:45 PM,5:15 PM,5:45 PM,6:15 PM,6:45 PM
Eramosa Rd. at Bridge,1302,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM
Eramosa Rd. at St. Catharines St.,1303,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM
Metcalfe St. at Eramosa Rd.,1304,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM
Metcalfe St. at Lemon St.,1305,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM
Metcalfe St. at Palmer St.,1306,9:17 AM,9:47 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:17 PM,2:47 PM,3:17 PM,3:47 PM,4:17 PM,4:47 PM,5:17 PM,5:47 PM,6:17 PM,6:47 PM
Metcalfe St. at Grange St.,1307,9:21 AM,9:51 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:21 PM,2:51 PM,3:21 PM,3:51 PM,4:21 PM,4:51 PM,5:21 PM,5:51 PM,6:21 PM,6:51 PM
Grange St. at Clara St.,1308,9:21 AM,9:51 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:21 PM,2:51 PM,3:21 PM,3:51 PM,4:21 PM,4:51 PM,5:21 PM,5:51 PM,6:21 PM,6:51 PM
Grange St. at Louisa St,1309,9:21 AM,9:51 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:21 PM,2:51 PM,3:21 PM,3:51 PM,4:21 PM,4:51 PM,5:21 PM,5:51 PM,6:21 PM,6:51 PM
Grange St. at Stevenson St.,1310,9:21 AM,9:51 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:21 PM,2:51 PM,3:21 PM,3:51 PM,4:21 PM,4:51 PM,5:21 PM,5:51 PM,6:21 PM,6:51 PM
Cassino Ave. at William St. ,1311,9:21 AM,9:51 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:21 PM,2:51 PM,3:21 PM,3:51 PM,4:21 PM,4:51 PM,5:21 PM,5:51 PM,6:21 PM,6:51 PM
Cassino Ave. at Palermo Cres.,1312,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM
Cassino Ave. at Hadati Rd.,1313,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM
Hadati Rd. at Yeats Crt.,1314,9:25 AM,9:55 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:25 PM,2:55 PM,3:25 PM,3:55 PM,4:25 PM,4:55 PM,5:25 PM,5:55 PM,6:25 PM,6:55 PM
Hadati Rd. at Victoria Rd. N.,1315,9:26 AM,9:56 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:26 PM,2:56 PM,3:26 PM,3:56 PM,4:26 PM,4:56 PM,5:26 PM,5:56 PM,6:26 PM,6:56 PM
Eastview Rd. at Glenburnie Dr.,1316,9:26 AM,9:56 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:26 PM,2:56 PM,3:26 PM,3:56 PM,4:26 PM,4:56 PM,5:26 PM,5:56 PM,6:26 PM,6:56 PM
Eastview Rd. at Mountford Dr.,1317,9:26 AM,9:56 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:26 PM,2:56 PM,3:26 PM,3:56 PM,4:26 PM,4:56 PM,5:26 PM,5:56 PM,6:26 PM,6:56 PM
Starwood Dr. at Watt St.,1318,9:29 AM,9:59 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:29 PM,2:59 PM,3:29 PM,3:59 PM,4:29 PM,4:59 PM,5:29 PM,5:59 PM,6:29 PM,6:59 PM
