Stop Name,NextBus ID,,,,Peak Service,,,,,,,,,,,,,,,,,,Peak Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon St. at Monticello Cres. ,537,5:49 AM,6:20 AM,6:50 AM,7:09 AM,7:24 AM,7:49 AM,8:09 AM,8:29 AM,8:49 AM,9:09 AM,9:29 AM,9:49 AM,10:09 AM,10:20 AM,10:40 AM,10:50 AM,11:20 AM,11:50 AM,12:20 PM,12:50 PM,1:20 PM,1:50 PM,2:09 PM,2:24 PM,2:49 PM,3:09 PM,3:29 PM,3:49 PM,4:09 PM,4:29 PM,4:49 PM,5:09 PM,5:29 PM,5:49 PM,6:09 PM,6:20 PM,6:40 PM,6:50 PM,7:20 PM,7:50 PM,8:20 PM,8:50 PM,9:20 PM,9:50 PM,10:20 PM,10:50 PM,11:20 PM,11:50 PM,12:20 AM, - 
University Centre,538,6:00 AM,6:30 AM,7:00 AM,7:20 AM,7:40 AM,8:00 AM,8:20 AM,8:40 AM,9:00 AM,9:20 AM,9:40 AM,10:00 AM,10:30 AM, - ,11:00 AM, - ,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:20 PM,2:40 PM,3:00 PM,3:20 PM,3:40 PM,4:00 PM,4:20 PM,4:40 PM,5:00 PM,5:20 PM,5:40 PM,6:00 PM, - ,6:30 PM, - ,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM,12:00 AM,12:30 AM, - 
Gordon St. at Vet College,539,6:00 AM,6:30 AM,7:00 AM,7:20 AM,7:40 AM,8:00 AM,8:20 AM,8:40 AM,9:00 AM,9:20 AM,9:40 AM,10:00 AM,10:30 AM, - ,11:00 AM, - ,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:20 PM,2:40 PM,3:00 PM,3:20 PM,3:40 PM,4:00 PM,4:20 PM,4:40 PM,5:00 PM,5:20 PM,5:40 PM,6:00 PM, - ,6:30 PM, - ,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM,12:00 AM,12:30 AM, - 
Gordon St. at Macdonald Stewart Art Centre,540,6:03 AM,6:33 AM,7:03 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:04 AM,10:33 AM, - ,11:03 AM, - ,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:44 PM,6:04 PM, - ,6:33 PM, - ,7:03 PM,7:33 PM,8:03 PM,8:33 PM,9:03 PM,9:33 PM,10:03 PM,10:33 PM,11:03 PM,11:33 PM,12:03 AM,12:33 AM, - 
Gordon St. at Dormie Lane,541,6:03 AM,6:33 AM,7:03 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:04 AM,10:33 AM, - ,11:03 AM, - ,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:44 PM,6:04 PM, - ,6:33 PM, - ,7:03 PM,7:33 PM,8:03 PM,8:33 PM,9:03 PM,9:33 PM,10:03 PM,10:33 PM,11:03 PM,11:33 PM,12:03 AM,12:33 AM, - 
Gordon St. at Water St.,542,6:03 AM,6:33 AM,7:03 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:04 AM,10:33 AM, - ,11:03 AM, - ,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:44 PM,6:04 PM, - ,6:33 PM, - ,7:03 PM,7:33 PM,8:03 PM,8:33 PM,9:03 PM,9:33 PM,10:03 PM,10:33 PM,11:03 PM,11:33 PM,12:03 AM,12:33 AM, - 
Gordon St. at Wellington St.,543,6:05 AM,6:35 AM,7:05 AM,7:28 AM,7:47 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM,10:35 AM, - ,11:05 AM, - ,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:28 PM,2:47 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM,6:08 PM, - ,6:35 PM, - ,7:05 PM,7:35 PM,8:05 PM,8:35 PM,9:05 PM,9:35 PM,10:05 PM,10:35 PM,11:05 PM,11:35 PM,12:05 AM,12:35 AM, - 
Gordon St. at Harvey's,544,6:05 AM,6:35 AM,7:05 AM,7:28 AM,7:47 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM,10:35 AM, - ,11:05 AM, - ,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:28 PM,2:47 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM,6:08 PM, - ,6:35 PM, - ,7:05 PM,7:35 PM,8:05 PM,8:35 PM,9:05 PM,9:35 PM,10:05 PM,10:35 PM,11:05 PM,11:35 PM,12:05 AM,12:35 AM, - 
City Hall,545,6:05 AM,6:35 AM,7:05 AM,7:28 AM,7:47 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM,10:35 AM, - ,11:05 AM, - ,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:28 PM,2:47 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM,6:08 PM, - ,6:35 PM, - ,7:05 PM,7:35 PM,8:05 PM,8:35 PM,9:05 PM,9:35 PM,10:05 PM,10:35 PM,11:05 PM,11:35 PM,12:05 AM,12:35 AM, - 
Guelph Central Station,546,6:10 AM,6:40 AM,7:10 AM,7:33 AM,7:50 AM,8:13 AM,8:33 AM,8:53 AM,9:13 AM,9:33 AM,9:53 AM,10:13 AM,10:40 AM, - ,11:10 AM, - ,11:40 AM,12:10 PM,12:40 PM,1:10 PM,1:40 PM,2:10 PM,2:33 PM,2:50 PM,3:13 PM,3:33 PM,3:53 PM,4:13 PM,4:33 PM,4:53 PM,5:13 PM,5:33 PM,5:53 PM,6:13 PM, - ,6:40 PM, - ,7:10 PM,7:40 PM,8:10 PM,8:40 PM,9:10 PM,9:40 PM,10:10 PM,10:40 PM,11:10 PM,11:40 PM,12:10 AM,12:40 AM, - 
