Stop Name,NextBus ID,,,,,,,,,,,,,,,,,,,,,
University Centre,100, - ,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM*
Gordon St. at Stone Rd. W.,101, - ,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM*
Gordon St. at Harvard Rd.,102, - ,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM*
Gordon St. at Kortright Rd.,103, - ,9:34 AM,10:04 AM,10:34 AM,11:04 AM,11:34 AM,12:04 PM,12:34 PM,1:04 PM,1:34 PM,2:04 PM,2:34 PM,3:04 PM,3:34 PM,4:04 PM,4:34 PM,5:04 PM,5:34 PM,6:04 PM,6:34 PM,7:04 PM*
Gordon St. at Harts Lane,104, - ,9:34 AM,10:04 AM,10:34 AM,11:04 AM,11:34 AM,12:04 PM,12:34 PM,1:04 PM,1:34 PM,2:04 PM,2:34 PM,3:04 PM,3:34 PM,4:04 PM,4:34 PM,5:04 PM,5:34 PM,6:04 PM,6:34 PM,7:04 PM*
1155 Gordon St.,105, - ,9:34 AM,10:04 AM,10:34 AM,11:04 AM,11:34 AM,12:04 PM,12:34 PM,1:04 PM,1:34 PM,2:04 PM,2:34 PM,3:04 PM,3:34 PM,4:04 PM,4:34 PM,5:04 PM,5:34 PM,6:04 PM,6:34 PM,7:04 PM*
Gordon St. at Edinburgh Rd. S.,106, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM*
Edinburgh Rd. S. at Carrington Dr.,107, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM*
Edinburgh Rd. S. at Rickson Ave.,108, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM*
Edinburgh Rd. S. at Ginger Crt.,109, - ,9:37 AM,10:07 AM,10:37 AM,11:07 AM,11:37 AM,12:07 PM,12:37 PM,1:07 PM,1:37 PM,2:07 PM,2:37 PM,3:07 PM,3:37 PM,4:07 PM,4:37 PM,5:07 PM,5:37 PM,6:07 PM,6:37 PM,7:07 PM*
