Stop Name,NextBus ID,,,,Peak Service,,,,,,,,,,,,,,,,,,Peak Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massey Rd. at Imperial Rd. N.,270,-,6:02 AM,6:32 AM,-,7:02 AM,7:17 AM,7:37 AM,7:57 AM,8:17 AM,8:37 AM,8:57 AM,9:17 AM,9:37 AM,9:57 AM*,10:17 AM,10:32 AM*,11:02 AM,11:32 AM,12:02 PM,12:32 PM,1:02 PM,1:32 PM,-,2:02 PM,2:17 PM,2:37 PM,2:57 PM,3:17 PM,3:37 PM,3:57 PM,4:17 PM,4:37 PM,4:57 PM,5:17 PM,5:37 PM*,5:57 PM,6:17 PM*,6:32 PM,7:02 PM,7:32 PM,8:02 PM,8:32 PM,9:02 PM,9:32 PM,10:02 PM,10:32 PM,11:02 PM,11:32 PM,12:02 AM,12:32 AM**
Royal Rd. at Massey Rd.,271,-,6:02 AM,6:32 AM,-,7:02 AM,7:17 AM,7:37 AM,7:57 AM,8:17 AM,8:37 AM,8:57 AM,9:17 AM,9:37 AM,9:57 AM*,10:17 AM,10:32 AM*,11:02 AM,11:32 AM,12:02 PM,12:32 PM,1:02 PM,1:32 PM,-,2:02 PM,2:17 PM,2:37 PM,2:57 PM,3:17 PM,3:37 PM,3:57 PM,4:17 PM,4:37 PM,4:57 PM,5:17 PM,5:37 PM*,5:57 PM,6:17 PM*,6:32 PM,7:02 PM,7:32 PM,8:02 PM,8:32 PM,9:02 PM,9:32 PM,10:02 PM,10:32 PM,11:02 PM,11:32 PM,12:02 AM,12:32 AM**
Royal Rd. at ARC Industries,272,-,6:05 AM,6:35 AM,-,7:05 AM,7:25 AM,7:45 AM,8:05 AM,8:25 AM,8:45 AM,9:05 AM,9:25 AM,9:45 AM,10:05 AM*,10:25 AM,10:35 AM*,11:05 AM,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,-,2:05 PM,2:25 PM,2:45 PM,3:05 PM,3:25 PM,3:45 PM,4:05 PM,4:25 PM,4:45 PM,5:05 PM,5:25 PM,5:45 PM*,6:00 PM,6:20 PM*,6:35 PM,7:05 PM,7:35 PM,8:05 PM,8:35 PM,9:05 PM,9:35 PM,10:05 PM,10:35 PM,11:05 PM,11:35 PM,12:05 AM,12:35 AM**
Imperial Rd. N. at Speedvale Ave. W.,273,-,6:06 AM,6:36 AM,-,7:06 AM,7:26 AM,7:46 AM,8:06 AM,8:26 AM,8:46 AM,9:06 AM,9:26 AM,9:46 AM,10:06 AM*,10:26 AM,10:36 AM*,11:06 AM,11:36 AM,12:06 PM,12:36 PM,1:06 PM,1:36 PM,-,2:06 PM,2:26 PM,2:46 PM,3:06 PM,3:26 PM,3:46 PM,4:06 PM,4:26 PM,4:46 PM,5:06 PM,5:26 PM,5:46 PM*,6:01 PM,6:21 PM*,6:36 PM,7:06 PM,7:36 PM,8:06 PM,8:36 PM,9:06 PM,9:36 PM,10:06 PM,10:36 PM,11:06 PM,11:36 PM,12:06 AM,12:36 AM**
Imperial Rd. N. at Thornhill Dr.,274,-,6:06 AM,6:36 AM,-,7:06 AM,7:26 AM,7:46 AM,8:06 AM,8:26 AM,8:46 AM,9:06 AM,9:26 AM,9:46 AM,10:06 AM*,10:26 AM,10:36 AM*,11:06 AM,11:36 AM,12:06 PM,12:36 PM,1:06 PM,1:36 PM,-,2:06 PM,2:26 PM,2:46 PM,3:06 PM,3:26 PM,3:46 PM,4:06 PM,4:26 PM,4:46 PM,5:06 PM,5:26 PM,5:46 PM*,6:01 PM,6:21 PM*,6:36 PM,7:06 PM,7:36 PM,8:06 PM,8:36 PM,9:06 PM,9:36 PM,10:06 PM,10:36 PM,11:06 PM,11:36 PM,12:06 AM,12:36 AM**
Imperial Rd. N. at Kipling Ave.,275,-,6:06 AM,6:36 AM,-,7:06 AM,7:26 AM,7:46 AM,8:06 AM,8:26 AM,8:46 AM,9:06 AM,9:26 AM,9:46 AM,10:06 AM*,10:26 AM,10:36 AM*,11:06 AM,11:36 AM,12:06 PM,12:36 PM,1:06 PM,1:36 PM,-,2:06 PM,2:26 PM,2:46 PM,3:06 PM,3:26 PM,3:46 PM,4:06 PM,4:26 PM,4:46 PM,5:06 PM,5:26 PM,5:46 PM*,6:01 PM,6:21 PM*,6:36 PM,7:06 PM,7:36 PM,8:06 PM,8:36 PM,9:06 PM,9:36 PM,10:06 PM,10:36 PM,11:06 PM,11:36 PM,12:06 AM,12:36 AM**
Imperial Rd. N. at Willow Rd. ,276,-,6:08 AM,6:38 AM,-,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM*,10:28 AM,10:38 AM*,11:08 AM,11:38 AM,12:08 PM,12:38 PM,1:08 PM,1:38 PM,-,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM*,6:03 PM,6:23 PM*,6:38 PM,7:08 PM,7:38 PM,8:08 PM,8:38 PM,9:08 PM,9:38 PM,10:08 PM,10:38 PM,11:08 PM,11:38 PM,12:08 AM,12:38 AM**
Willow Rd. at Flaherty Dr. ,277,-,6:08 AM,6:38 AM,-,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM*,10:28 AM,10:38 AM*,11:08 AM,11:38 AM,12:08 PM,12:38 PM,1:08 PM,1:38 PM,-,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM*,6:03 PM,6:23 PM*,6:38 PM,7:08 PM,7:38 PM,8:08 PM,8:38 PM,9:08 PM,9:38 PM,10:08 PM,10:38 PM,11:08 PM,11:38 PM,12:08 AM,12:38 AM**
Elmira Rd. at West End Community Centre,278,-,6:08 AM,6:38 AM,-,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM*,10:28 AM,10:38 AM*,11:08 AM,11:38 AM,12:08 PM,12:38 PM,1:08 PM,1:38 PM,-,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:48 PM*,6:03 PM,6:23 PM*,6:38 PM,7:08 PM,7:38 PM,8:08 PM,8:38 PM,9:08 PM,9:38 PM,10:08 PM,10:38 PM,11:08 PM,11:38 PM,12:08 AM,12:38 AM**
Elmira Rd.at Paisley Rd. ,279,5:39 AM,6:09 AM,6:39 AM,7:00 AM,7:15 AM,7:35 AM,7:55 AM,8:15 AM,8:35 AM,8:55 AM,9:15 AM,9:35 AM,9:55 AM,10:15 AM*,10:35 AM,10:39 AM*,11:09 AM,11:39 AM,12:09 PM,12:39 PM,1:09 PM,1:39 PM,1:55 PM,2:15 PM,2:35 PM,2:55 PM,3:15 PM,3:35 PM,3:55 PM,4:15 PM,4:35 PM,4:55 PM,5:15 PM,5:35 PM,5:55 PM*,6:09 PM,6:24 PM*,6:39 PM,7:09 PM,7:39 PM,8:09 PM,8:39 PM,9:09 PM,9:39 PM,10:09 PM,10:39 PM,11:09 PM,11:39 PM,12:09 AM,12:39 AM**
