Stop Name,NextBus ID,,,,Peak Service,,,,,,,,,,,,,,,,,,Peak Service,,,,,,,,,,,,,,,,,,,,,,,,,
Guelph Central Station,1300,5:45 AM,6:15 AM,6:45 AM,7:00 AM,7:20 AM,7:40 AM,8:00 AM,8:20 AM,8:40 AM,9:00 AM,9:20 AM,9:40 AM,10:00 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:00 PM,2:20 PM,2:40 PM,3:00 PM,3:20 PM,3:40 PM,4:00 PM,4:20 PM,4:40 PM,5:00 PM,5:20 PM,5:40 PM,6:00 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM
Wyndham St. N. at Bank of Nova Scotia,1301,5:45 AM,6:15 AM,6:45 AM,7:00 AM,7:20 AM,7:40 AM,8:00 AM,8:20 AM,8:40 AM,9:00 AM,9:20 AM,9:40 AM,10:00 AM,10:15 AM,10:45 AM,11:15 AM,11:45 AM,12:15 PM,12:45 PM,1:15 PM,1:45 PM,2:00 PM,2:20 PM,2:40 PM,3:00 PM,3:20 PM,3:40 PM,4:00 PM,4:20 PM,4:40 PM,5:00 PM,5:20 PM,5:40 PM,6:00 PM,6:15 PM,6:45 PM,7:15 PM,7:45 PM,8:15 PM,8:45 PM,9:15 PM,9:45 PM,10:15 PM,10:45 PM,11:15 PM,11:45 PM,12:15 AM
Eramosa Rd. at Bridge,1302,5:47 AM,6:17 AM,6:47 AM,7:04 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:02 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:04 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:42 PM,6:02 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM
Eramosa Rd. at St. Catharines St.,1303,5:47 AM,6:17 AM,6:47 AM,7:04 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:02 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:04 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:42 PM,6:02 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM
Metcalfe St. at Eramosa Rd.,1304,5:47 AM,6:17 AM,6:47 AM,7:04 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:02 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:04 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:42 PM,6:02 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM
Metcalfe St. at Lemon St.,1305,5:47 AM,6:17 AM,6:47 AM,7:04 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:02 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:04 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:42 PM,6:02 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM
Metcalfe St. at Palmer St.,1306,5:47 AM,6:17 AM,6:47 AM,7:04 AM,7:24 AM,7:44 AM,8:04 AM,8:24 AM,8:44 AM,9:04 AM,9:24 AM,9:44 AM,10:02 AM,10:17 AM,10:47 AM,11:17 AM,11:47 AM,12:17 PM,12:47 PM,1:17 PM,1:47 PM,2:04 PM,2:24 PM,2:44 PM,3:04 PM,3:24 PM,3:44 PM,4:04 PM,4:24 PM,4:44 PM,5:04 PM,5:24 PM,5:42 PM,6:02 PM,6:17 PM,6:47 PM,7:17 PM,7:47 PM,8:17 PM,8:47 PM,9:17 PM,9:47 PM,10:17 PM,10:47 PM,11:17 PM,11:47 PM,12:17 AM
Metcalfe St. at Grange St.,1307,5:51 AM,6:21 AM,6:51 AM,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:06 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:46 PM,6:06 PM,6:21 PM,6:51 PM,7:21 PM,7:51 PM,8:21 PM,8:51 PM,9:21 PM,9:51 PM,10:21 PM,10:51 PM,11:21 PM,11:51 PM,12:21 AM
Grange St. at Clara St.,1308,5:51 AM,6:21 AM,6:51 AM,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:06 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:46 PM,6:06 PM,6:21 PM,6:51 PM,7:21 PM,7:51 PM,8:21 PM,8:51 PM,9:21 PM,9:51 PM,10:21 PM,10:51 PM,11:21 PM,11:51 PM,12:21 AM
Grange St. at Louisa St,1309,5:51 AM,6:21 AM,6:51 AM,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:06 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:46 PM,6:06 PM,6:21 PM,6:51 PM,7:21 PM,7:51 PM,8:21 PM,8:51 PM,9:21 PM,9:51 PM,10:21 PM,10:51 PM,11:21 PM,11:51 PM,12:21 AM
Grange St. at Stevenson St.,1310,5:51 AM,6:21 AM,6:51 AM,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:06 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:46 PM,6:06 PM,6:21 PM,6:51 PM,7:21 PM,7:51 PM,8:21 PM,8:51 PM,9:21 PM,9:51 PM,10:21 PM,10:51 PM,11:21 PM,11:51 PM,12:21 AM
Cassino Ave. at William St. ,1311,5:51 AM,6:21 AM,6:51 AM,7:08 AM,7:28 AM,7:48 AM,8:08 AM,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:06 AM,10:21 AM,10:51 AM,11:21 AM,11:51 AM,12:21 PM,12:51 PM,1:21 PM,1:51 PM,2:08 PM,2:28 PM,2:48 PM,3:08 PM,3:28 PM,3:48 PM,4:08 PM,4:28 PM,4:48 PM,5:08 PM,5:28 PM,5:46 PM,6:06 PM,6:21 PM,6:51 PM,7:21 PM,7:51 PM,8:21 PM,8:51 PM,9:21 PM,9:51 PM,10:21 PM,10:51 PM,11:21 PM,11:51 PM,12:21 AM
Cassino Ave. at Palermo Cres.,1312,5:55 AM,6:25 AM,6:55 AM,7:13 AM,7:33 AM,7:53 AM,8:13 AM,8:33 AM,8:53 AM,9:13 AM,9:33 AM,9:53 AM,10:10 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:13 PM,2:33 PM,2:53 PM,3:13 PM,3:33 PM,3:53 PM,4:13 PM,4:33 PM,4:53 PM,5:13 PM,5:33 PM,5:50 PM,6:10 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM
Cassino Ave. at Hadati Rd.,1313,5:55 AM,6:25 AM,6:55 AM,7:13 AM,7:33 AM,7:53 AM,8:13 AM,8:33 AM,8:53 AM,9:13 AM,9:33 AM,9:53 AM,10:10 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:13 PM,2:33 PM,2:53 PM,3:13 PM,3:33 PM,3:53 PM,4:13 PM,4:33 PM,4:53 PM,5:13 PM,5:33 PM,5:50 PM,6:10 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM
Hadati Rd. at Yeats Crt.,1314,5:55 AM,6:25 AM,6:55 AM,7:13 AM,7:33 AM,7:53 AM,8:13 AM,8:33 AM,8:53 AM,9:13 AM,9:33 AM,9:53 AM,10:10 AM,10:25 AM,10:55 AM,11:25 AM,11:55 AM,12:25 PM,12:55 PM,1:25 PM,1:55 PM,2:13 PM,2:33 PM,2:53 PM,3:13 PM,3:33 PM,3:53 PM,4:13 PM,4:33 PM,4:53 PM,5:13 PM,5:33 PM,5:50 PM,6:10 PM,6:25 PM,6:55 PM,7:25 PM,7:55 PM,8:25 PM,8:55 PM,9:25 PM,9:55 PM,10:25 PM,10:55 PM,11:25 PM,11:55 PM,12:25 AM
Hadati Rd. at Victoria Rd. N.,1315,5:56 AM,6:26 AM,6:56 AM,7:16 AM,7:36 AM,7:56 AM,8:16 AM,8:36 AM,8:56 AM,9:16 AM,9:36 AM,9:56 AM,10:11 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:16 PM,2:36 PM,2:56 PM,3:16 PM,3:36 PM,3:56 PM,4:16 PM,4:36 PM,4:56 PM,5:16 PM,5:36 PM,5:51 PM,6:11 PM,6:26 PM,6:56 PM,7:26 PM,7:56 PM,8:26 PM,8:56 PM,9:26 PM,9:56 PM,10:26 PM,10:56 PM,11:26 PM,11:56 PM,12:26 AM
Eastview Rd. at Glenburnie Dr.,1316,5:56 AM,6:26 AM,6:56 AM,7:16 AM,7:36 AM,7:56 AM,8:16 AM,8:36 AM,8:56 AM,9:16 AM,9:36 AM,9:56 AM,10:11 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:16 PM,2:36 PM,2:56 PM,3:16 PM,3:36 PM,3:56 PM,4:16 PM,4:36 PM,4:56 PM,5:16 PM,5:36 PM,5:51 PM,6:11 PM,6:26 PM,6:56 PM,7:26 PM,7:56 PM,8:26 PM,8:56 PM,9:26 PM,9:56 PM,10:26 PM,10:56 PM,11:26 PM,11:56 PM,12:26 AM
Eastview Rd. at Mountford Dr.,1317,5:56 AM,6:26 AM,6:56 AM,7:16 AM,7:36 AM,7:56 AM,8:16 AM,8:36 AM,8:56 AM,9:16 AM,9:36 AM,9:56 AM,10:11 AM,10:26 AM,10:56 AM,11:26 AM,11:56 AM,12:26 PM,12:56 PM,1:26 PM,1:56 PM,2:16 PM,2:36 PM,2:56 PM,3:16 PM,3:36 PM,3:56 PM,4:16 PM,4:36 PM,4:56 PM,5:16 PM,5:36 PM,5:51 PM,6:11 PM,6:26 PM,6:56 PM,7:26 PM,7:56 PM,8:26 PM,8:56 PM,9:26 PM,9:56 PM,10:26 PM,10:56 PM,11:26 PM,11:56 PM,12:26 AM
Starwood Dr. at Watt St.,1318,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Watt St. at Auden Rd.,1319,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Auden Rd. at Eastview Rd.,1320,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Eastview Rd. at Mountford Dr.,1321,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Eastview Rd. at VictoriaRd. ,1322,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Victoria Rd. N. at Greenview St. ,1323,5:59 AM,6:29 AM,6:59 AM,7:19 AM,7:39 AM,7:59 AM,8:19 AM,8:39 AM,8:59 AM,9:19 AM,9:39 AM,9:59 AM,10:14 AM,10:29 AM,10:59 AM,11:29 AM,11:59 AM,12:29 PM,12:59 PM,1:29 PM,1:59 PM,2:19 PM,2:39 PM,2:59 PM,3:19 PM,3:39 PM,3:59 PM,4:19 PM,4:39 PM,4:59 PM,5:19 PM,5:39 PM,5:54 PM,6:14 PM,6:29 PM,6:59 PM,7:29 PM,7:59 PM,8:29 PM,8:59 PM,9:29 PM,9:59 PM,10:29 PM,10:59 PM,11:29 PM,11:59 PM,12:29 AM
Eramosa Rd. at Orchard Cres.,1324,6:03 AM,6:33 AM,7:03 AM,7:23 AM,7:43 AM,8:03 AM,8:23 AM,8:43 AM,9:03 AM,9:23 AM,9:43 AM,10:03 AM,10:18 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:23 PM,2:43 PM,3:03 PM,3:23 PM,3:43 PM,4:03 PM,4:23 PM,4:43 PM,5:03 PM,5:23 PM,5:43 PM,5:58 PM,6:18 PM,6:33 PM,7:03 PM,7:33 PM,8:03 PM,8:33 PM,9:03 PM,9:33 PM,10:03 PM,10:33 PM,11:03 PM,11:33 PM,12:03 AM,12:33 AM
Eramosa Rd. at Meyer Dr.,1325,6:03 AM,6:33 AM,7:03 AM,7:23 AM,7:43 AM,8:03 AM,8:23 AM,8:43 AM,9:03 AM,9:23 AM,9:43 AM,10:03 AM,10:18 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:23 PM,2:43 PM,3:03 PM,3:23 PM,3:43 PM,4:03 PM,4:23 PM,4:43 PM,5:03 PM,5:23 PM,5:43 PM,5:58 PM,6:18 PM,6:33 PM,7:03 PM,7:33 PM,8:03 PM,8:33 PM,9:03 PM,9:33 PM,10:03 PM,10:33 PM,11:03 PM,11:33 PM,12:03 AM,12:33 AM
Eramosa Rd. at Stevenson St.,1326,6:05 AM,6:35 AM,7:05 AM,7:26 AM,7:46 AM,8:06 AM,8:26 AM,8:46 AM,9:06 AM,9:26 AM,9:46 AM,10:06 AM,10:20 AM,10:35 AM,11:05 AM,11:35 AM,12:05 PM,12:35 PM,1:05 PM,1:35 PM,2:05 PM,2:26 PM,2:46 PM,3:06 PM,3:26 PM,3:46 PM,4:06 PM,4:26 PM,4:46 PM,5:06 PM,5:26 PM,5:46 PM,6:00 PM,6:20 PM,6:35 PM,7:05 PM,7:35 PM,8:05 PM,8:35 PM,9:05 PM,9:35 PM,10:05 PM,10:35 PM,11:05 PM,11:35 PM,12:05 AM,12:35 AM
