Stop Name,Stop I.D.,,,,,,,,,,,,,,,,,,,,,
University Centre,0700, - ,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM*
Gordon St. at Harvard Rd.,0701, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM*
Gordon St. at Kortright Rd. ,0702, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM*
Kortright Rd. W. at Yewholme Dr.,0703, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM*
Kortright Rd. W. at Rickson Ave.,0704, - ,9:33 AM,10:03 AM,10:33 AM,11:03 AM,11:33 AM,12:03 PM,12:33 PM,1:03 PM,1:33 PM,2:03 PM,2:33 PM,3:03 PM,3:33 PM,4:03 PM,4:33 PM,5:03 PM,5:33 PM,6:03 PM,6:33 PM,7:03 PM*
Kortright Rd. W. at Edinburgh Rd. S.,0705, - ,9:36 AM,10:06 AM,10:36 AM,11:06 AM,11:36 AM,12:06 PM,12:36 PM,1:06 PM,1:36 PM,2:06 PM,2:36 PM,3:06 PM,3:36 PM,4:06 PM,4:36 PM,5:06 PM,5:36 PM,6:06 PM,6:36 PM,7:06 PM*
Kortright Rd. W. at Hanlon Creek Park,0706, - ,9:39 AM,10:09 AM,10:39 AM,11:09 AM,11:39 AM,12:09 PM,12:39 PM,1:09 PM,1:39 PM,2:09 PM,2:39 PM,3:09 PM,3:39 PM,4:09 PM,4:39 PM,5:09 PM,5:39 PM,6:09 PM,6:39 PM,7:09 PM*
555 Kortright Rd. W. ,0707, - ,9:39 AM,10:09 AM,10:39 AM,11:09 AM,11:39 AM,12:09 PM,12:39 PM,1:09 PM,1:39 PM,2:09 PM,2:39 PM,3:09 PM,3:39 PM,4:09 PM,4:39 PM,5:09 PM,5:39 PM,6:09 PM,6:39 PM,7:09 PM*
Kortright Rd. W. at Hanlon Rd.,0708, - ,9:39 AM,10:09 AM,10:39 AM,11:09 AM,11:39 AM,12:09 PM,12:39 PM,1:09 PM,1:39 PM,2:09 PM,2:39 PM,3:09 PM,3:39 PM,4:09 PM,4:39 PM,5:09 PM,5:39 PM,6:09 PM,6:39 PM,7:09 PM*
Downey Rd. at Woodland Glen Dr.,0709,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM*
Niska Rd. opposite Tanager Dr.,0710,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM*
Ptarmigan Dr. at Niska Rd.,0711,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM*
Ptarmigan Dr. at Pheasant Run Dr.,0712,9:11 AM,9:41 AM,10:11 AM,10:41 AM,11:11 AM,11:41 AM,12:11 PM,12:41 PM,1:11 PM,1:41 PM,2:11 PM,2:41 PM,3:11 PM,3:41 PM,4:11 PM,4:41 PM,5:11 PM,5:41 PM,6:11 PM,6:41 PM,7:11 PM*
Ptarmigan Dr. at Downey Rd.,0713,9:14 AM,9:44 AM,10:14 AM,10:44 AM,11:14 AM,11:44 AM,12:14 PM,12:44 PM,1:14 PM,1:44 PM,2:14 PM,2:44 PM,3:14 PM,3:44 PM,4:14 PM,4:44 PM,5:14 PM,5:44 PM,6:14 PM,6:44 PM,7:14 PM*
Downey Rd. at Hazelwood Dr.,0714,9:14 AM,9:44 AM,10:14 AM,10:44 AM,11:14 AM,11:44 AM,12:14 PM,12:44 PM,1:14 PM,1:44 PM,2:14 PM,2:44 PM,3:14 PM,3:44 PM,4:14 PM,4:44 PM,5:14 PM,5:44 PM,6:14 PM,6:44 PM, - 
Downey Rd. at Niska Rd. ,0715,9:14 AM,9:44 AM,10:14 AM,10:44 AM,11:14 AM,11:44 AM,12:14 PM,12:44 PM,1:14 PM,1:44 PM,2:14 PM,2:44 PM,3:14 PM,3:44 PM,4:14 PM,4:44 PM,5:14 PM,5:44 PM,6:14 PM,6:44 PM, - 
Kortright Rd. W. at Hanlon Rd.,0716,9:14 AM,9:44 AM,10:14 AM,10:44 AM,11:14 AM,11:44 AM,12:14 PM,12:44 PM,1:14 PM,1:44 PM,2:14 PM,2:44 PM,3:14 PM,3:44 PM,4:14 PM,4:44 PM,5:14 PM,5:44 PM,6:14 PM,6:44 PM, - 
Kortright Rd. W. at Plaza,0717,9:18 AM,9:48 AM,10:18 AM,10:48 AM,11:18 AM,11:48 AM,12:18 PM,12:48 PM,1:18 PM,1:48 PM,2:18 PM,2:48 PM,3:18 PM,3:48 PM,4:18 PM,4:48 PM,5:18 PM,5:48 PM,6:18 PM,6:48 PM, - 
