stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding
338,Victoria Rd. at York Rd. ,43.55165761,-80.22363281,2
339,Stone Rd. E. at Victoria Rd. S.,43.5393639,-80.20797407,2
340,Stone Rd. E. at Arbour Medical Centre,43.53376618,-80.21534578,2
341,University Centre,43.53009962,-80.22521736,1
342,Gordon St. at Vet College,43.53095206,-80.23076037,1
343,Gordon St. at Macdonald Stewart Art Centre,43.5328315,-80.23327307,1
344,Gordon St. at Dormie Lane,43.53690628,-80.23917203,1
345,Gordon St. at Water St.,43.53814273,-80.24089687,1
347,Wellington St. at Wellington Plaza ,43.54191368,-80.24387314,1
349,Guelph Central Station,43.54618511,-80.24518746,1
350,Guelph Central Station,43.54518,-80.24605,1
351,Gordon St. at Nottingham St.,43.54181645,-80.24807426,1
352,Gordon St. at Wellington St.,43.5407945,-80.24521582,1
353,Gordon St. at Water St.,43.53829806,-80.24138341,1
354,Gordon St. at Forbes Ave.,43.5371424,-80.23977642,1
355,Gordon St. at Dean Ave.,43.53405552,-80.23546094,1
356,Gordon St. at College Ave.,43.53149062,-80.23188958,1
357,University Centre,43.52986705,-80.22490356,1
358,Stone Rd. E. at Arbour Medical Centre,43.53308588,-80.2159721,2
359,Victoria Rd. S. at Stone Rd. E.,43.54040329,-80.2076034,2
360,535 York Rd. at Tim Hortons,43.55224273,-80.22329258,1
361,York Rd. at Beaumont Cres.,43.55465823,-80.2198908,2
362,728 York Rd.,43.55686926,-80.21685914,2
363,785 York Rd.,43.55871227,-80.21445106,2
364,York Rd. At Watson Pkwy. N.,43.56153735,-80.21054585,2
365,Watson Pkwy. N. opposite Library,43.56659343,-80.21149822,2
366,Watson Pkwy. N. at Fleming Rd.,43.57032628,-80.21329903,1
367,Watson Pkwy. N. at Grange Rd.,43.57396404,-80.21836101,1
368,Watson Pkwy. N. at  Eastview Rd.,43.57672134,-80.22218691,1
369,Eastview Rd. at Summit Ridge Dr.,43.57266797,-80.23156517,2
370,Eastview Rd. at Starwood Dr.,43.57030257,-80.23481553,1
371,Eastview Rd. at Mountford Dr.,43.56752915,-80.23857616,2
372,Eastview Rd. at Victoria Rd.,43.56509445,-80.24190758,2
373,211 Victoria Rd. N.,43.56695627,-80.24477988,1
374,Victoria Rd. N. at Eramosa Rd.,43.56967223,-80.24861837,1
375,Victoria Rd. N. at Speedvale Ave. E.,43.57198644,-80.25179437,1
376,Victoria Rd. N. at Brant Ave.,43.57534328,-80.25639104,1
377,Victoria Rd. N. at Woodlawn Rd. E.,43.57833091,-80.26053732,1
378,Victoria Rd. N. opposite Trillium Waldorf,43.58054283,-80.2636196,1
379,Inverness Dr. at Wilton Rd.,43.57916601,-80.26688743,1
380,Inverness Dr. at Woodlawn Rd.,43.57621286,-80.26244869,1
381,Woodlawn Rd. E. at Golfview Dr.,43.57403099,-80.26512597,1
382,Woodlawn Rd. E. at Country Club Dr.,43.57181333,-80.26825202,1
383,Woodlawn Rd. E. at Riverside Glen,43.56858842,-80.27273987,1
384,Woodlawn Rd. E. at Canadian Tire Dep,43.56598118,-80.27634094,1
385,Woodlawn at Wal-Mart,43.56376393,-80.27934691,1
386,Nicklin Rd. at Burns Dr.,43.5582593,-80.27992654,1
387,Bailey Ave. at Kathleen St.,43.55730961,-80.27620776,1
388,Kathleen St. at Speedvale Ave. W.,43.55563348,-80.27265691,2
389,Westmount Rd. at Kimberley Dr.,43.55325356,-80.27423546,1
390,St. Joseph's Health Centre,43.55164859,-80.27202849,1
391,Westmount Rd. at Division St.,43.54978097,-80.26956954,1
392,Westmount Rd. at Lourdes,43.54861678,-80.26792589,1
393,Westmount Rd. at London Rd. W.,43.54546957,-80.26344416,1
394,Yorkshire St. N. at Home St. ,43.54550459,-80.26107641,2
395,Suffolk St. at Glasgow St.,43.5453669,-80.2585925,1
396,Suffolk St. at Dublin St. Church,43.54633406,-80.256689,1
397,160 Woolwich St.,43.54799862,-80.25159619,2
398,Wyndham at IF Shoe Store,43.54554544,-80.24898055,1
399,Guelph Central Station,43.54572821,-80.24534288,1
400,Guelph Central Station,43.54582712,-80.24580414,1
401,Neeve St. at Ontario St.,43.54413676,-80.24097264,1
402,Ontario St at Manitoba St.,43.54470417,-80.23730491,1
403,168 Ontario St.,43.54520196,-80.23469665,1
404,Ontario St. at York Rd.,43.54552549,-80.23274047,1
405,York Rd. at Morris St.,43.54671213,-80.23080247,1
406,York Rd. at Brockville Ave.,43.54913612,-80.22756837,1
407,York Rd. at Audrey Ave.,43.55078627,-80.22533313,1
408,535 York Rd. at Tim Hortons,43.55223214,-80.22329365,1
409,York Rd. at Beaumont Cres.,43.55458284,-80.22014686,2
410,728 York Rd.,43.55693523,-80.21688324,2
411,895 York Rd.,43.55872643,-80.21438384,2
412,York Rd. at Watson Pkwy. N.,43.56153565,-80.21054688,2
413,York Rd. at Graniteworx,43.56350386,-80.20788965,2
414,Watson Rd. S. at York Rd.,43.56449176,-80.20546404,2
415,Watson Rd. S. at Airpark Pl.,43.56243048,-80.20258634,2
416,Watson Rd. S. at Guelph Transit Centre,43.5605435,-80.19994552,2
417,Watson Pkwy. S. at Dunlop Dr.,43.55799165,-80.19896715,2
418,Watson Pkwy. S. at Cargill ,43.55905022,-80.20286232,2
419,Watson Pkwy. S. at Taggert St.,43.56028046,-80.20619722,2
420,York Rd. at Watson Pkwy. N.,43.56151064,-80.21082655,2
421,York Rd. at Yorkhaven Pl..,43.55847725,-80.21503684,2
422,York Rd. at Royal City Jaycees Park,43.55703595,-80.21700185,2
423,York Rd. at Beaumont Cres.,43.55493605,-80.21990711,2
424,York Rd. at Victoria Rd.,43.55154516,-80.22455892,1
425,York Rd. at Brockville Ave.,43.54905218,-80.22787225,1
426,York Rd. at Harris St.,43.54753114,-80.22995403,1
427,Ontario St. at Huron St. ,43.5456181,-80.23307566,1
428,70 Ontario St.,43.54485745,-80.23718307,1
429,Ontario St. at Neeve St.,43.54426392,-80.2402114,1
430,Guelph Central Station,43.54518,-80.24605,1
431,Watson Pkwy. S. at Col. John McCrae Legion,43.560934,-80.207705,1
500,Guelph Central Station,43.54587488,-80.24523142,2
501,Gordon St. at Nottingham St.,43.54181004,-80.24808288,1
502,Gordon St. at Wellington St.,43.54083202,-80.24532022,2
503,Gordon St. at Water St.,43.53830596,-80.24139222,1
504,Gordon St. at Forbes Ave.,43.53717657,-80.23981277,1
505,Gordon St. at Dean Ave.,43.53410591,-80.23554622,1
506,Gordon St. at College Ave.,43.5314409,-80.23176375,1
507,University Centre,43.5290383,-80.22370586,1
508,Gordon St. at Stone Rd. W.,43.52733637,-80.2261214,1
509,Gordon St. at Harvard Rd. ,43.52544175,-80.22118988,1
510,Gordon St. at Kortright Rd. ,43.52231123,-80.21337044,2
511,Gordon St. at Harts Lane,43.51953569,-80.2077554,1
512,1155 Gordon St. ,43.51812092,-80.20568436,1
513,Gordon St. at Edinburgh Rd. S.,43.51656066,-80.20354474,1
514,Arkell Rd. at Gordon St. ,43.51420796,-80.19864358,1
515,Arkell Rd. at Ridgeway  Ave.,43.51624314,-80.19596101,1
516,Summerfield Dr. at Amsterdam Cres.,43.51757236,-80.19093581,1
517,Summerfield Dr. at Cummings Crt.,43.51553966,-80.18860079,1
518,Summerfield Dr. at Bright Lane,43.51647872,-80.18455521,1
519,Summerfield Dr. at Victoria Rd. S.,43.51970374,-80.18002994,1
520,Frederick Dr. at Waterford Dr. ,43.5149251,-80.17557642,1
521,Goodwin Dr. at Ray Cres.,43.51171872,-80.17723049,1
522,Goodwin Dr. at Orin Reid Park,43.50901923,-80.18075793,1
523,Goodwin Dr. at Sinclair St.,43.50592494,-80.18488245,1
524,Goodwin Dr. at Darling Cres. ,43.50435999,-80.18658604,1
525,Goodwin Dr. at Eugene Dr. ,43.50313442,-80.18804354,1
526,Farley Dr. at Porter Dr.,43.50450796,-80.19060063,1
527,Pine Ridge Dr. at Periwinkle Way,43.50858985,-80.19255101,2
528,Gordon St. at Lowes Rd.,43.50916325,-80.19564348,1
529,Gordon St. at Continuing Education,43.51178773,-80.19693638,1
530,Gordon St. at Arkell Rd. ,43.51399734,-80.19961067,1
531,Gordon St. at Valley Rd.,43.51662897,-80.20324501,1
532,Gordon St. at Landsdown Dr.,43.5184617,-80.20576156,1
533,Gordon St. at Harts Lane,43.51961002,-80.20745561,1
534,1030 Gordon St.,43.52088497,-80.21000748,1
535,Gordon St. at Kortright Rd. ,43.5227148,-80.21372665,1
536,Gordon St. at Hands Dr.,43.52426143,-80.21690809,1
537,Gordon St. at Monticello Cres. ,43.52580281,-80.22181437,1
538,University Centre,43.52961918,-80.22452658,1
539,Gordon St. at Vet College,43.5309486,-80.23077806,1
540,Gordon St. at Macdonald Stewart Art Centre,43.53282772,-80.23329697,1
541,Gordon St. at Dormie Lane,43.53693352,-80.23918581,1
542,Gordon St. at Water St.,43.53819782,-80.24097062,1
543,Gordon St. at Wellington St.,43.54102407,-80.24516126,1
544,Gordon St. at Harvey's,43.54183671,-80.24755119,1
545,City Hall,43.54324467,-80.24903227,1
546,Guelph Central Station,43.54573274,-80.24598349,1
547,Victoria Rd. S at Katemore Dr.,43.517774,-80.176994,1
600,University Centre,43.529524,-80.224506,1
601,Gordon St. at Stone Rd. W. ,43.5273371,-80.22612088,2
602,Gordon St. at Harvard Rd.,43.52544175,-80.22118988,1
603,Harvard Rd. at Shakespeare Arms,43.52389783,-80.22384919,1
604,Harvard Rd. at Princeton Pl.,43.52066849,-80.22833111,2
605,Harvard Rd. at Youngman Dr. ,43.51810715,-80.22833225,1
606,Edinburgh Rd. at Laurelwood Crt.,43.51753354,-80.23049538,1
607,Stone Rd. W. at Stone Road Mall,43.5174938,-80.23717685,1
608,Scottsdale Dr. at Stone Rd. W.,43.51474432,-80.23851319,1
609,Scottsdale Dr. at Ironwood Rd. ,43.51370082,-80.23706125,1
610,Ironwood Rd. at Steffler Park,43.51299258,-80.23520266,1
611,Ironwood Rd. at Cole Rd.,43.51111749,-80.23507246,1
612,Ironwood Rd. at Woodborough Rd.,43.50888594,-80.23297085,2
613,Ironwood Rd. at Hilldale Cres.,43.5070917,-80.22989431,2
614,Ironwood Rd. at Brookhaven Crt.,43.50567944,-80.22726351,2
615,Ironwood Rd. at Kortright Rd. ,43.50750757,-80.22566788,2
616,Scottsdale Dr. at Steffler Dr,43.50986356,-80.22796776,1
617,711 Scottsdale Dr.,43.51235575,-80.23217687,1
618,692 Scottsdale Dr.,43.51381574,-80.23694044,1
619,Stone Rd. W. at Scottsdale Dr.,43.51472228,-80.2381917,1
620,372 Stone Rd. W.,43.51615081,-80.23857634,1
621,Stone Rd. W. at Edinburgh Rd. S. ,43.51759294,-80.23664911,1
622,Youngman Dr. at Harvard Rd.,43.51947739,-80.23417144,1
623,Harvard Rd. at Princeton Pl.,43.51792191,-80.22819719,1
624,Harvard Rd. at Rickson Ave.,43.52068604,-80.22809991,1
625,35 Harvard Ave. at Plaza,43.52239315,-80.22580149,1
626,Gordon St. at Monticello Cres.,43.52421919,-80.22172003,1
627,University Centre,43.52580193,-80.22181515,1
700,University Centre,43.529524,-80.224506,1
701,Gordon St. at Harvard Rd.,43.52733691,-80.22612181,1
702,Gordon St. at Kortright Rd. ,43.52544175,-80.22118988,1
703,Kortright Rd. at Yewholme Dr.,43.52231709,-80.21337023,1
704,Kortright Rd. at Rickson Ave.,43.52025871,-80.21491042,1
705,Kortright Rd. at Edinburgh Rd. S.,43.51702871,-80.21660909,1
706,Kortright Rd. at Hanlon Creek Park,43.51356352,-80.22125584,1
707,555 Kortright Rd.,43.51118904,-80.2248575,1
708,Kortright Rd. at Hanlon Rd.,43.50925789,-80.2307549,1
709,Downey Rd. at Woodland Glen Dr.,43.50697312,-80.23386646,1
710,Niska Rd. opposite Tanager Dr.,43.50480688,-80.23842436,2
711,Ptarmigan Dr. at Niska Rd.,43.50441597,-80.24234466,1
712,Ptarmigan Dr. at Pheasant Run Dr.,43.50329834,-80.24610114,1
713,Ptarmigan Dr. at Downey Rd.,43.49964184,-80.24417649,1
714,Downey Rd. at Hazelwood Dr.,43.49975921,-80.23798457,2
715,Downey Rd. at Niska Rd. ,43.50216838,-80.23896564,1
716,Kortright Rd. at Hanlon Rd.,43.50488193,-80.23794915,1
717,Kortright Rd. at Plaza,43.50696448,-80.23349252,1
718,Kortright Rd. at Hanlon Creek Park,43.50902989,-80.23065961,1
719,Kortright Rd. at Edinburgh Rd. S.,43.51112555,-80.22438893,1
720,Kortright Rd. at Rickson Ave.,43.51432482,-80.2198543,1
721,Kortright Rd. opposite Yewholme Dr.,43.51644254,-80.21701728,2
722,Gordon St. at Kortright Rd.,43.52010925,-80.21467996,1
723,Gordon St. at Hands Dr.,43.52271347,-80.21373563,1
724,Gordon St. at Monticello Cres.,43.52426186,-80.21690797,1
725,University Centre,43.5258016,-80.22181629,1
800,Guelph Central Station,43.54559036,-80.24547607,1
801,Wyndham St. at Farquhar St.,43.54338249,-80.24587839,1
802,Wellington St. at KFC,43.54227848,-80.24397492,2
803,Gordon St. at Water St.,43.53830009,-80.24138079,1
804,Water St. at McCrae Blvd.,43.53622969,-80.24506156,2
805,Water St. at Maple St.,43.53514786,-80.24655855,1
806,Maple St. at Forest St.,43.53199877,-80.24369592,1
807,Forest St. at Park,43.53020651,-80.2459077,1
808,Edinburgh Rd. S. at Maplewood Dr.,43.52740328,-80.24453428,1
809,College Ave. W. at Edinburgh Rd.,43.52502452,-80.24237143,2
810,College Ave. W. at Centennial ,43.52153849,-80.24710319,1
811,129 Janefield Ave.  ,43.51792203,-80.24565667,1
812,Janefield Ave. at Scottsdale Dr.,43.51679325,-80.24099315,2
813,Stone Road Mall,43.51880734,-80.23910871,1
814,Scottsdale Dr. at Wilsonview Ave. ,43.52089102,-80.23975299,1
815,220 Scottsdale Dr.,43.52176569,-80.24199052,1
816,Scottsdale Dr. at College Ave. W.,43.52326935,-80.24356132,1
817,College Ave. W. at Meadowcroft,43.52431378,-80.24298291,1
818,Edinburgh Rd. S. at Floral Dr.,43.52656697,-80.24303092,2
819,Edinburgh Rd. S. at Lockyer Rd.,43.52874199,-80.24608536,2
820,Edinburgh Rd. S. at Municipal St. ,43.52996712,-80.24780297,1
821,Edinburgh Rd. S. at Honey Cres.,43.53237981,-80.25116625,1
822,Bristol St. at McGee St. ,43.53584121,-80.25350721,1
823,Yorkshire St. S. at Waterloo Ave.,43.53804181,-80.25302784,1
824,Waterloo Ave. at Glasgow St. ,43.53906473,-80.25211203,1
825,Waterloo Ave. at Norfolk St.,43.54142665,-80.24960649,1
826,Guelph City Hall,43.54338333,-80.24917093,1
827,Guelph Central Station,43.54518,-80.24605,1
900,Guelph Central Station,43.54493364,-80.24616412,1
901,3 Waterloo Ave.,43.54142544,-80.24984889,2
902,Waterloo Ave. at Glasgow St. ,43.53913502,-80.25229783,2
903,Waterloo Ave. at Yorkshire St. S. ,43.53800047,-80.25351734,1
904,225 Waterloo Ave. ,43.53521755,-80.25650181,1
905,Waterloo Ave. at Beachwood Ave. ,43.53213824,-80.25977447,1
906,387 Waterloo Ave.,43.53104034,-80.26094134,1
907,659 Wellington St. N. ,43.52281857,-80.26765188,1
908,Imperial Rd. S. at Wellington St. N.,43.52086782,-80.26936202,1
909,Imperial Rd. S. at Stephanie Dr. ,43.52335048,-80.27589873,2
910,Imperial Rd. S. at Deerpath Dr. ,43.52532244,-80.28002764,1
911,Imperial Rd. S.  at Paisley St. ,43.52544918,-80.28512304,2
912,Paisley Rd. at Zehrs,43.5224856,-80.28809113,1
913,Stephanie Dr. at Hollyberry Pl,43.52232058,-80.28158072,2
914,Stephanie Dr. at Imperial Rd.,43.52318608,-80.27619011,2
915,Imperial Rd. at West Acres Dr.,43.52224398,-80.27376996,1
916,Imperial Rd. S. at Tim Hortons,43.52062525,-80.26910904,1
917,Wellington St. W. at Wastewater Treatment Plant,43.52285941,-80.2672506,1
918,364 Waterloo Rd.,43.53117376,-80.26056721,1
919,Waterloo Ave. at St. Arnaud St.,43.53360406,-80.25797745,1
920,180 Waterloo Ave. ,43.53644434,-80.25493657,2
921,Waterloo Ave. at Glasgow St. ,43.53906525,-80.25211208,1
922,Waterloo Ave. at Norfolk  St. ,43.54200765,-80.24894881,1
923,Guelph City Hall,43.54339691,-80.24918559,1
924,Guelph Central Station,43.54518,-80.24605,1
1000,Guelph Central Station,43.54614437,-80.24494841,1
1001,Quebec St. at B.M.O.,43.54585975,-80.24988613,1
1002,Paisley St. at Library,43.54539517,-80.25293609,1
1003,Paisley St. at Glasgow St.,43.54349654,-80.25674195,1
1004,Paisley St. at G.C.V.I.,43.54242912,-80.25881413,1
1005,Paisley St. at Harrison Ave.,43.54153604,-80.26056663,1
1006,Paisley St. at Edinburgh Rd. N.,43.54069636,-80.26317873,1
1007,Paisley Rd. at Alma St.,43.53892245,-80.26560127,1
1008,Paisley Rd. at Western Ave.,43.53647722,-80.26894324,2
1009,Paisley Rd. at Heath Rd.,43.53468315,-80.27141131,2
1010,Westwood Rd. at Silvercreek Pkwy. N.,43.53541488,-80.27501994,1
1011,85 Westwood Rd. ,43.5327441,-80.27890125,1
1012,225 Westwood Rd. ,43.53277511,-80.28521097,1
1013,Willow Rd. at Westwood Rd.,43.53338462,-80.28806863,1
1014,577 Willow Rd. at Church,43.53141427,-80.29067842,1
1015,Imperial Rd. S. at Ferman Dr. ,43.52759667,-80.29063151,1
1016,West End Community Centre,43.5247302,-80.29149112,1
1017,926 Paisley Rd. ,43.52575789,-80.28548811,1
1018,Paisley Rd. at Candlewood Dr.,43.52869914,-80.27998461,2
1019,Paisley Rd. at West Hill Estates,43.53090258,-80.27605839,1
1020,Paisley Rd. at Heath Rd.,43.53448423,-80.27147682,1
1021,Paisley Rd. at Goldie Ave.,43.53692243,-80.26811612,2
1022,Paisley Rd. at Alma St.,43.53876468,-80.26561992,1
1023,Paisley Rd. at Edinburgh Rd. N.,43.54046601,-80.26328276,1
1024,Paisley St. at Yorkshire St. N. ,43.54250057,-80.25840142,1
1025,Paisley St. at Glasgow St. ,43.54328837,-80.25685892,1
1026,Paisley St. at Norfolk St. ,43.54515937,-80.25315455,1
1027,"St George's Square, IF Shoe store",43.54554766,-80.24898261,1
1028,Guelph Central Station,43.54578364,-80.24581933,1
1100,Guelph Central Station,43.54513106,-80.24603712,1
1101,Norfolk St. at Albion,43.54388776,-80.25052455,1
1102,Suffolk St. W. at Norfolk St. ,43.54735029,-80.25496677,1
1103,Suffolk St. W. at Dublin St.,43.54642285,-80.25678018,1
1104,Suffolk St. W. at Glasgow St.,43.54555782,-80.25847692,1
1105,Suffolk St. W. at Yorkshire St. N.,43.54427617,-80.26079978,1
1106,Suffolk St. W. at Edinburgh Rd. N. ,43.54258683,-80.26413777,2
1107,Edinburgh Rd. N. at Mercer St.,43.54289998,-80.26537864,2
1108,Willow Rd. at Dawson Rd.,43.54539744,-80.27152527,1
1109,Dawson Rd. at Shelldale Cres.,43.546607,-80.27523561,2
1110,Dawson Rd. at Dawson Road Medical Clinic,43.54886429,-80.2784386,1
1111,229 Speedvale Ave. W.,43.54781503,-80.28299766,2
1112,Speedvale Ave. W. at Silvercreek Pkwy. N.,43.54505483,-80.28683221,2
1113,361 Speedvale Ave. W. ,43.54255729,-80.2901993,2
1114,177 Marksam Rd.,43.53931145,-80.29082244,1
1115,145 Marksam Rd. ,43.53786862,-80.28890707,1
1116,76 Marksam Rd. ,43.53701063,-80.28326697,1
1117,Willow Rd. at Silvercreek Pkwy.,43.54024865,-80.27827391,1
1118,158 Willow Rd.,43.5426487,-80.27499557,2
1119,66 Willow Rd. ,43.54351553,-80.27380459,1
1120,26 Willow Rd. ,43.54519072,-80.27148572,1
1121,200 Edinburgh Rd. N.,43.54220191,-80.26476577,2
1122,Paisley St. at Yorkshire St. N.,43.54251033,-80.2584149,1
1123,Paisley St. at Glasgow St. ,43.54329046,-80.25688206,1
1124,Paisley St. at Norfolk St. ,43.54515089,-80.25317709,1
1125,Guelph Central Station,43.54576657,-80.24575858,1
1130,"St George's Square, IF Shoe store",43.5455503,-80.24897744,1
1131,Marksham Rd. south of Speedvale Ave. W.,43.5407,-80.292026,2
1200,Guelph Central Station,43.54570223,-80.24550064,1
1201,Wyndham St. at Bank of Nova Scotia,43.54631526,-80.24937027,1
1202,Eramosa Rd. Bridge,43.54916673,-80.25036278,1
1203,Delhi St. at Eramosa Rd.,43.55343581,-80.25042293,1
1204,Delhi St. at Guelph General Hospital,43.55548448,-80.25326897,1
1205,Delhi St. at Homewood Health Centre,43.55802367,-80.2568144,1
1206,Delhi St. at Emma St. ,43.55973008,-80.25912132,1
1207,Emma St. at Metcalfe St. ,43.56195263,-80.25666043,2
1208,Emma St. at Stevenson St. ,43.56344559,-80.25462216,1
1209,Speedvale Ave. E. at Stevenson St. ,43.56624689,-80.25732919,1
1210,Speedvale Ave. E. at Renfield St.,43.56898102,-80.25356996,1
1211,Speedvale Ave. E. at Acorn Pl.,43.57020368,-80.25188988,1
1212,Victoria Rd. N. at Speedvale Ave. E.,43.57175029,-80.25147118,1
1213,Victoria Rd. N. at Brant Ave.,43.57532046,-80.25639422,1
1214,Woodlawn Rd. E. at Victoria Rd. N.,43.57737369,-80.2605761,1
1215,Windsor St. at Kingsley Crt.,43.57295763,-80.2607283,1
1216,Waverly Dr. at Stevenson St.,43.57007234,-80.26253885,1
1217,Metcalfe St. at Waverley Dr. ,43.56804646,-80.26461374,1
1218,Metcalfe St. at Shaftesbury Ave.,43.56595096,-80.26173507,2
1219,Metcalfe St. at Speedvale  Ave.,43.56454095,-80.26009327,1
1220,Speedvale Ave. at Clive Ave.,43.56307591,-80.26198354,1
1221,Delhi St. at Phillip Ave.,43.56125739,-80.26152853,1
1222,Delhi St. at Emma St. ,43.5597552,-80.2594273,1
1223,Delhi St. at Homewood Health Centre,43.55747006,-80.25624196,1
1224,Delhi St. at Spring St.,43.55538062,-80.25335215,1
1225,Delhi St. at Eramosa Rd.,43.55316187,-80.25027655,2
1226,Eramosa Rd. at Arthur St. ,43.54914883,-80.25058044,1
1227,Wyndham at IF Shoe Store,43.54556146,-80.24898218,1
1228,Guelph Central Station,43.54562227,-80.24550881,1
1300,Guelph Central Station,43.54559316,-80.24556607,1
1301,Wyndham St. at Bank of Nova Scotia,43.54631779,-80.24937008,1
1302,Eramosa Rd. Bridge,43.54916758,-80.25036478,1
1303,Eramosa Rd. at St. Catharines St.,43.55563748,-80.24950862,1
1304,Metcalfe St. at Eramosa Rd.,43.55654041,-80.24885325,1
1305,Metcalfe St. at Lemon St.,43.55455915,-80.24609797,1
1306,Metcalfe St. at Palmer St.,43.55304935,-80.2439835,1
1307,Metcalfe St. at Grange St.,43.55169484,-80.2420968,2
1308,Grange St. at Clara St.,43.55238252,-80.24084362,1
1309,Grange St. at Louisa St,43.55368331,-80.23910843,1
1310,Grange St. at Stevenson St.,43.55486192,-80.23755536,2
1311,Cassino Ave. at William St. ,43.55824184,-80.24001155,2
